"id","Title","wiki_title","Wet Dredge Cost (Euro)","Start Date","Wet Dredged (m^3)","Dry Dredge Cost (Euro)","Dry Dredged (m^3)","Segment IDs","Mud Volume (m^3)","Average Depth (cm)","State","End Date","Landfill Cost (Euro)","Note","Target Depth (cm)"
"00187SC0013","Job Item 00187SC0013","Job Item 00187SC0013","0.0",,"0.0","0.0","0.01","CASS2,MADO1,MADO2","0.0",,"InProgress",,"0.0",,"180.0"
"00179SC0007","Job Item 00179SC0007","Job Item 00179SC0007","0.0",,"0.0","0.0","0.01","ALVI,ORTO1,TRAS,ZECC","0.0","153.0","InProgress",,"0.0",,"180.0"
"00179SC0005","Job Item 00179SC0005","Job Item 00179SC0005","0.0",,"0.0","0.0","0.01","ALVI,ORTO1,ZECC","0.0","140.0","InProgress",,"0.0",,"180.0"
"00179SC0006","Job Item 00179SC0006","Job Item 00179SC0006","0.0",,"0.0","0.0","0.01","BRAZ,ORTO1,ORTO2","0.0","122.0","InProgress",,"0.0",,"180.0"
"00179SC0003","Job Item 00179SC0003","Job Item 00179SC0003","0.0",,"0.0","0.0","0.01","BRAZ,ORTO1,TRAS,ZECC","0.0","159.0","InProgress",,"0.0",,"180.0"
"00179SC0004","Job Item 00179SC0004","Job Item 00179SC0004","0.0",,"0.0","0.0","0.01","BRAZ,MUTI,ORTO2","0.0","153.0","InProgress",,"0.0",,"180.0"
"00179SC0001","Job Item 00179SC0001","Job Item 00179SC0001","0.0",,"0.0","0.0","0.01","MUTI,ORTO3,SACM","0.0","185.0","InProgress",,"0.0",,"180.0"
"00179SC0002","Job Item 00179SC0002","Job Item 00179SC0002","0.0",,"0.0","0.0","0.01","ALVI,SENS1,TRAS,ZECC","0.0","167.0","InProgress",,"0.0",,"180.0"
"00115SC0010","Job Item 00115SC0010","Job Item 00115SC0010",,,"0.0",,"0.01","GORN,MRTI1,MRTI2","185.33","88.0","Finished",,,,"180.0"
"00115SC0011","Job Item 00115SC0011","Job Item 00115SC0011",,,"0.0",,"0.01","GORN,SCUD1","88.7","88.0","Finished",,,,"180.0"
"00101SC0012","Job Item 00101SC0012","Job Item 00101SC0012","0.0",,"0.0","177974.95","1680.0","GHET,MISE2,MISE3","1073.07","112.0","Finished","1999-03-31","0.0",,"180.0"
"00003SC0122","Job Item 00003SC0122","Job Item 00003SC0122","0.0",,"1105.0","0.0","0.0","CROC","688.32","152.0","Finished","1998-01-01","0.0",,"180.0"
"00101SC0011","Job Item 00101SC0011","Job Item 00101SC0011","0.0",,"0.0","104801.5","1221.0","MISE6","1237.67","109.0","Finished","1997-09-30","0.0",,"180.0"
"00003SC0123","Job Item 00003SC0123","Job Item 00003SC0123","0.0",,"147.8","0.0","0.0","NICO1,RAFF2","1405.44","84.0","Finished","1998-01-01","0.0",,"180.0"
"00101SC0010","Job Item 00101SC0010","Job Item 00101SC0010","0.0",,"0.0","81969.97","955.0","MISE5","1023.73","114.0","Finished","1998-02-06","0.0",,"180.0"
"00101SC0016","Job Item 00101SC0016","Job Item 00101SC0016","4634.68",,"54.0","0.0","0.01","MISE4,MISE5","72.53","121.0","Finished","1998-09-03","0.0",,"180.0"
"00101SC0015","Job Item 00101SC0015","Job Item 00101SC0015","10814.61",,"126.0","0.0","0.01","MISE3,MISE4","40.47","115.0","Finished","1998-09-03","0.0",,"180.0"
"00101SC0014","Job Item 00101SC0014","Job Item 00101SC0014","1888.17",,"22.0","0.0","0.01","MISE5,MISE6","47.12","90.0","Finished","1998-02-06","0.0",,"180.0"
"00003SC0120","Job Item 00003SC0120","Job Item 00003SC0120","0.0",,"626.0","0.0","0.0","CDON01,CDON02","-2664.48","222.0","Finished","1997-05-01","0.0",,"180.0"
"00101SC0013","Job Item 00101SC0013","Job Item 00101SC0013","4040.76",,"142.0","0.0","0.01","BATE1,GIRO,MORO","200.63","83.0","Finished","1998-04-06","0.0",,"180.0"
"00003SC0121","Job Item 00003SC0121","Job Item 00003SC0121","0.0",,"2750.0","0.0","0.0","CDON01,CDON02","3301.19","143.0","Finished","1997-05-01","0.0","scavi da ponte s. donato a ponte zaniol","180.0"
"00101SC0018","Job Item 00101SC0018","Job Item 00101SC0018","7488.11",,"147.0","0.0","0.01","BATE1,BATE2,GHET","160.23","83.0","Finished","1998-04-24","0.0","sono stati sommati scavi in umido e in asciutto","180.0"
"00101SC0017","Job Item 00101SC0017","Job Item 00101SC0017","25393.15",,"220.0","0.0","0.01","BATE2,GIRO,MISE1,TRTE","186.29","88.0","Finished","1998-04-24","0.0",,"180.0"
"00104SC0009","Job Item 00104SC0009","Job Item 00104SC0009","33129.8",,"553.0","6854.4","97.59","ANTO,PIET","1180.3","141.0","Finished","2001-05-15","0.0","Vecchia scheda di scavo a secco= 584","200.0"
"00104SC0008","Job Item 00104SC0008","Job Item 00104SC0008","999.24",,"16.68","0.0","0.01","GIUS","924.08","148.0","Finished","2001-05-15","0.0","Scheda incompleta","200.0"
"00104SC0007","Job Item 00104SC0007","Job Item 00104SC0007","163745.86",,"979.89","0.0","0.01","ANTO,PIET","1927.4","133.0","Finished","2001-05-15","0.0","lavoro parziale su 160 ml, dati modificati, vedi scheda data old 30/06/2000","200.0"
"00180SC0007","Job Item 00180SC0007","Job Item 00180SC0007","0.0",,"0.0","0.0","0.01","MEND","57.2","179.0","InProgress",,"0.0",,"180.0"
"00189SC0020","Job Item 00189SC0020","Job Item 00189SC0020","0.0",,"0.0","0.0","0.01","CATE1,CATE2,RACH1","9.47","155.0","InProgress",,"0.0",,"180.0"
"00429SC0003","Job Item 00429SC0003","Job Item 00429SC0003",,"2006-10-29",,,"0.01","EUFE2","63.78","156.0","Finished","2008-12-12",,,"180.0"
"00101SC0001","Job Item 00101SC0001","Job Item 00101SC0001","15395.06",,"541.0","0.0","0.01","GIRO,MORO","86.59","175.0","Finished","1998-04-06","0.0",,"180.0"
"00101SC0003","Job Item 00101SC0003","Job Item 00101SC0003","7057.38",,"248.0","228340.57","3459.0","BATE1,BATE2,GIRO,MORO,TRTE","4369.68","88.0","Finished","1998-08-06","0.0",,"180.0"
"00101SC0002","Job Item 00101SC0002","Job Item 00101SC0002","22309.91",,"784.0","216059.74","2935.0","BATE1,GHET,GIRO","4403.46","83.0","Finished","1997-11-06","0.0",,"180.0"
"00104SC0010","Job Item 00104SC0010","Job Item 00104SC0010","0.0",,"0.0","0.0","183.3","GIUS","924.08","148.0","Finished",,"0.0",,"200.0"
"00101SC0005","Job Item 00101SC0005","Job Item 00101SC0005","0.0",,"0.0","183872.6","1593.0","BATE1,BATE2,GHET,MISE1,MISE2","1906.75","67.0","Finished","1998-07-10","0.0",,"180.0"
"00101SC0004","Job Item 00101SC0004","Job Item 00101SC0004","2817.27",,"99.0","28649.93","434.0","GIRO,MISE1,TRTE","620.23","39.0","Finished","1998-04-24","0.0",,"180.0"
"00101SC0007","Job Item 00101SC0007","Job Item 00101SC0007","0.0",,"0.0","102844.13","891.0","BATE2,GHET,MISE1,TRTE","1671.17","87.0","Finished","1998-01-01","0.0","(scheda lavori in corso) verificare data fine in schede","180.0"
"00101SC0006","Job Item 00101SC0006","Job Item 00101SC0006","7000.06",,"246.0","43701.03","662.0","BATE2,GHET,GIRO,MISE1","971.43","63.0","Finished","1998-04-24","0.0",,"180.0"
"00101SC0009","Job Item 00101SC0009","Job Item 00101SC0009","0.0",,"0.0","10728.88","125.0","MISE4","173.02","112.0","Finished","1998-09-03","0.0",,"180.0"
"00101SC0008","Job Item 00101SC0008","Job Item 00101SC0008","0.0",,"0.0","41553.09","360.0","MISE2,MISE3","698.03","91.0","Finished","1998-09-03","0.0",,"180.0"
"00009SC0132","Job Item 00009SC0132","Job Item 00009SC0132","0.0",,"0.0","0.0","0.01","CAFO1,NOVO4","-56.44","211.0","Finished","1996-01-01","0.0",,"180.0"
"00373SC0001","Job Item 00373SC0001","Job Item 00373SC0001","0.0",,"0.0","260552.51","1060.0",,"0.0",,"Finished","2002-02-11","0.0","intervento su RTR da tombini pavimentazione mediante macchina a risucchio",
"00009SC0133","Job Item 00009SC0133","Job Item 00009SC0133","0.0",,"0.0","0.0","0.01","CAFO1,CAFO2","-11.33","211.0","Finished","1996-01-01","0.0",,"200.0"
"00006SC0111","Job Item 00006SC0111","Job Item 00006SC0111","0.0",,"0.0","0.0","388.0","REAL,ZECA","223.02","140.0","Finished","1997-01-01","0.0",,"180.0"
"00006SC0110","Job Item 00006SC0110","Job Item 00006SC0110","0.0",,"0.0","0.0","605.0","LUNA,REAL,ZECA","269.81","149.0","Finished","1997-01-01","0.0",,"180.0"
"00108SC0001","Job Item 00108SC0001","Job Item 00108SC0001","0.0","2000-05-16","0.0","20636.5","204.91","ORSO","-82.77","200.0","Finished","2000-09-29","0.0",,"180.0"
"00108SC0002","Job Item 00108SC0002","Job Item 00108SC0002","0.0","2000-05-16","909.0","94370.17","937.057","ANZO1,ANZO2,SANT","-319.28","200.0","Finished","2001-03-28","0.0","Sulla scheda solo scavi a secco; valori a umido precedenti x bil.","180.0"
"00108SC0004","Job Item 00108SC0004","Job Item 00108SC0004","23923.78","2000-05-16","408.131","75824.49","752.906","DUCA","-312.4","200.0","Finished","2001-03-28","0.0",,"180.0"
"00108SC0006","Job Item 00108SC0006","Job Item 00108SC0006","10767.77","2000-05-16","122.643","33024.43","327.919","CORN,GARZ","839.79","100.0","Finished","2003-05-30","0.0",,"180.0"
"00431SC0004","Job Item 00431SC0004","Job Item 00431SC0004",,,"0.0",,"0.01","PROV2,VIN,ZANI","81.38",,"InProgress",,,,"180.0"
"00108SC0008","Job Item 00108SC0008","Job Item 00108SC0008","0.0","2000-05-16","289.0","42486.71","417.092","ANZO1,ANZO2,CORN,SANT","490.04","100.0","Finished","2003-05-30","0.0","Sulla scheda solo scavi a secco; valori a umido precedenti x bil.","180.0"
"00431SC0002","Job Item 00431SC0002","Job Item 00431SC0002",,,"0.0",,"0.01","VIN,ZANI","999.95","106.0","InProgress",,,,"180.0"
"00431SC0003","Job Item 00431SC0003","Job Item 00431SC0003",,,"0.0",,"0.01","PROV2","178.87","56.0","InProgress",,,,"180.0"
"00189SC0007","Job Item 00189SC0007","Job Item 00189SC0007","0.0",,"0.0","0.0","0.01","ACQU1,CATE3,GESU2","364.51","158.0","InProgress",,"0.0",,"180.0"
"00431SC0001","Job Item 00431SC0001","Job Item 00431SC0001",,,"0.0",,"0.01","VIN,ZANI","401.59","135.0","InProgress",,,,"180.0"
"00189SC0006","Job Item 00189SC0006","Job Item 00189SC0006","0.0",,"0.0","0.0","0.01","ACQU1,CATE2,RACH1","197.18","160.0","InProgress",,"0.0",,"180.0"
"00189SC0009","Job Item 00189SC0009","Job Item 00189SC0009","0.0",,"0.0","0.0","0.01","ACQU1,ACQU2,APOS1,GESU2,GOZZ","597.2","129.0","InProgress",,"0.0",,"180.0"
"00189SC0008","Job Item 00189SC0008","Job Item 00189SC0008","0.0",,"0.0","0.0","0.01","CATE3,GESU2,GOZZ","41.01","171.0","InProgress",,"0.0",,"180.0"
"00189SC0003","Job Item 00189SC0003","Job Item 00189SC0003","0.0",,"0.0","0.0","0.01","APOS3,APOS4","256.22","157.0","InProgress",,"0.0",,"180.0"
"00189SC0002","Job Item 00189SC0002","Job Item 00189SC0002","0.0",,"0.0","0.0","0.01","APOS1,APOS2","107.74","156.0","InProgress",,"0.0",,"180.0"
"00189SC0005","Job Item 00189SC0005","Job Item 00189SC0005","0.0",,"0.0","0.0","0.01","CATE1,RACH1","22.35","175.0","InProgress",,"0.0",,"180.0"
"00189SC0004","Job Item 00189SC0004","Job Item 00189SC0004","0.0",,"0.0","0.0","0.01","APOS3,APOS4","25.77","178.0","InProgress",,"0.0",,"180.0"
"00189SC0001","Job Item 00189SC0001","Job Item 00189SC0001","0.0",,"0.0","0.0","0.01","APOS1,APOS2,GOZZ","41.42","171.0","InProgress",,"0.0",,"180.0"
"00009SC0127","Job Item 00009SC0127","Job Item 00009SC0127","0.0",,"0.0","0.0","0.01","ACCA1","255.66","194.0","Finished",,"0.0","manca scheda; su indicazione Turlon","500.0"
"00009SC0126","Job Item 00009SC0126","Job Item 00009SC0126","0.0",,"0.0","0.0","0.01","CAFO2","-445.76","221.0","Finished","1996-01-01","0.0",,"200.0"
"00009SC0125","Job Item 00009SC0125","Job Item 00009SC0125","0.0",,"0.0","0.0","0.01","CAFO1","-72.58","211.0","Finished","1996-01-01","0.0",,"200.0"
"00009SC0124","Job Item 00009SC0124","Job Item 00009SC0124","0.0",,"182.0","0.0","0.01","ZECC","982.46","129.0","Finished","1995-01-01","0.0","Fagos","180.0"
"00108SC0010","Job Item 00108SC0010","Job Item 00108SC0010","0.0","2000-05-16","529.0","0.0","0.01","ANZO1,CORN,GARZ","-153.21","200.0","Finished","2000-12-31","0.0",,"180.0"
"00108SC0016","Job Item 00108SC0016","Job Item 00108SC0016","0.0","2000-05-16","0.0","0.0","21.0","ANZO1,CORN,GARZ","61.18",,"Finished","2001-05-15","0.0",,"180.0"
"00189SC0019","Job Item 00189SC0019","Job Item 00189SC0019","0.0",,"0.0","0.0","0.01","APOS2,APOS3","31.57","147.0","InProgress",,"0.0",,"180.0"
"00189SC0018","Job Item 00189SC0018","Job Item 00189SC0018","0.0",,"0.0","0.0","0.01","APOS1,GESU2,GOZZ","16.53","157.0","InProgress",,"0.0",,"180.0"
"00189SC0017","Job Item 00189SC0017","Job Item 00189SC0017","0.0",,"0.0","0.0","0.01","ACQU1,ACQU2,ANDR2,GOZZ","33.03","137.0","InProgress",,"0.0",,"180.0"
"00189SC0016","Job Item 00189SC0016","Job Item 00189SC0016","0.0",,"0.0","0.0","0.01","CATE3,GESU2","41.47","156.0","InProgress",,"0.0",,"180.0"
"00189SC0015","Job Item 00189SC0015","Job Item 00189SC0015","0.0",,"0.0","0.0","0.01","ACQU1,CATE2,CATE3","22.66","153.0","InProgress",,"0.0",,"180.0"
"00189SC0010","Job Item 00189SC0010","Job Item 00189SC0010","0.0",,"0.0","0.0","0.01","ACQU1,ANDR2,CATE2,CATE3,GOZZ","215.13","140.0","InProgress",,"0.0",,"180.0"
"00009SC0114","Job Item 00009SC0114","Job Item 00009SC0114","0.0",,"365.0","0.0","0.01","CREA1,CREA2","1564.32","103.0","Finished","1996-01-01","0.0",,"180.0"
"00009SC0113","Job Item 00009SC0113","Job Item 00009SC0113","0.0",,"0.0","0.0","4083.0","CREA1,CREA2","1541.13","77.0","Finished","1996-01-01","0.0",,"180.0"
"00317SC0001","Job Item 00317SC0001","Job Item 00317SC0001","0.0",,"1289.0","0.0","0.0",,"55263.96",,"Finished","1999-01-01","0.0",,"220.0"
"00317SC0002","Job Item 00317SC0002","Job Item 00317SC0002","0.0",,"107.0","0.0","0.0",,"1620.89",,"Finished","1999-12-01","0.0","Scavo in corrispondenza della fondamenta e per la realizzazione della darsena di appoggio per liberare area d'intervento. Solo DARSENA, variato dopo avanzamento 2001","220.0"
"00009SC0119","Job Item 00009SC0119","Job Item 00009SC0119","0.0",,"11761.0","0.0","0.01","VETR01","10902.6",,"Finished","1997-05-01","0.0",,"180.0"
"00334SC0001","Job Item 00334SC0001","Job Item 00334SC0001","0.0",,"240.0","18314.32","264.15","CROC","688.32","152.0","Finished","2000-10-31","0.0","scavo effettuato nell'ambito del risanamento sponda","180.0"
"00009SC0105","Job Item 00009SC0105","Job Item 00009SC0105","0.0",,"581.0","0.0","0.01","BARN1,BARN2","709.86","110.0","Finished","1993-01-01","0.0",,"180.0"
"00009SC0106","Job Item 00009SC0106","Job Item 00009SC0106","0.0",,"801.0","0.0","0.01","BARN1,BARN2","461.11","147.0","Finished","1993-01-01","0.0",,"180.0"
"00009SC0107","Job Item 00009SC0107","Job Item 00009SC0107","0.0",,"0.0","0.0","30.4","NOVO2,NOVO3,NOVO4","-612.15","263.0","Finished","1996-01-01","0.0",,"200.0"
"00155SC0010","Job Item 00155SC0010","Job Item 00155SC0010","0.0",,"0.0","0.0","0.01","BRAZ,SENS4,SENS5","491.69","95.0","InProgress",,"0.0",,"180.0"
"00154SC0012","Job Item 00154SC0012","Job Item 00154SC0012","94381.0","2003-05-06","2780.0","2617.44","40.48","PALA,PPIC1,PPIC2","6113.04","118.0","Finished","2007-02-13","739724.4","L'incidenza dei casseri trasversali è pari a 88229,22 ?.","180.0"
"00365SC0001","Job Item 00365SC0001","Job Item 00365SC0001","0.0",,"15539.11","0.0","0.0",,"0.0",,"Finished","2001-11-27","0.0","no scheda, solo dati scavo (mq)",
"00112SC0008","Job Item 00112SC0008","Job Item 00112SC0008","0.0",,"0.0","0.0","0.01","GUER,PRIU2","551.66","106.0","Finished",,"0.0",,"180.0"
"00154SC0016","Job Item 00154SC0016","Job Item 00154SC0016",,"2006-05-29",,"15049.62","232.75","MORT,PPIC2,PPIC3","26883.273529913","111.0","Finished","2007-02-13","58870.8",,"180.0"
"00112SC0009","Job Item 00112SC0009","Job Item 00112SC0009","0.0",,"0.0","0.0","0.01","ACQU3,GUER,PRIU3","257.24","133.0","Finished",,"0.0",,"180.0"
"00154SC0015","Job Item 00154SC0015","Job Item 00154SC0015","37200.37","2004-11-23","1095.74",,"0.0","CONV,EUFE1,EUFE2","877.37","111.0","Finished","2007-02-13","12099.0","L'incidenxa dei casseri trasversali è pari a 82856,30 ?.","180.0"
"00112SC0006","Job Item 00112SC0006","Job Item 00112SC0006","0.0",,"0.0","0.0","0.01","ANDR1,ANDR2,GUER,PRIU2,PRIU3","357.21","66.0","Finished",,"0.0",,"180.0"
"00112SC0007","Job Item 00112SC0007","Job Item 00112SC0007","0.0",,"0.0","0.0","0.01","FELI1,FELI2,PRIU1,RACH2","269.14","109.0","Finished",,"0.0",,"180.0"
"00112SC0004","Job Item 00112SC0004","Job Item 00112SC0004","0.0",,"0.0","0.0","0.01","FELI1,PRIU1","381.29","135.0","Finished",,"0.0",,"180.0"
"00112SC0005","Job Item 00112SC0005","Job Item 00112SC0005","0.0",,"0.0","0.0","0.01","FELI2,PRIU1","354.66","144.0","Finished",,"0.0",,"180.0"
"00112SC0001","Job Item 00112SC0001","Job Item 00112SC0001","0.0",,"0.0","0.0","0.01","ACQU2,ACQU3,PRIU3","349.42","122.0","Finished",,"0.0",,"180.0"
"00379SC0002","Job Item 00379SC0002","Job Item 00379SC0002","33.0","2005-10-12","1570.0","65.0","200.0","LEPA01,LEPA02,SCUO01","0.0",,"Finished","2008-07-01","0.0",,"180.0"
"00379SC0001","Job Item 00379SC0001","Job Item 00379SC0001","33.0","2005-10-12","3063.0","65.0","1545.0","ROVI01","0.0",,"Finished","2008-07-01","0.0",,"180.0"
"00113SC0006","Job Item 00113SC0006","Job Item 00113SC0006","81883.17",,"2494.0","0.0","0.01","DEGO1,DEGO2,DEGO3,DEGO4,ORIO2","2374.44","96.0","Finished","2004-07-05","0.0","sulla scheda solo scavi a umido; valore al 31/12/02: 2142,54 mc","180.0"
"00113SC0005","Job Item 00113SC0005","Job Item 00113SC0005","95152.02",,"1880.0","0.0","0.01","MEGI1,MEGI2,MEGI3,TRON","1016.5","127.0","Finished","2004-07-05","0.0","sulla scheda solo scavi a umido","180.0"
"00448SC0001","Job Item 00448SC0001","Job Item 00448SC0001",,,"0.0",,"0.01","ANDR1,RACH1","15143.0836473367","128.0","Finished","2012-03-16",,,"180.0"
"00113SC0002","Job Item 00113SC0002","Job Item 00113SC0002","0.0",,"350.0","0.0","0.0","DEGO1,DEGO2,DEGO3,DEGO4","0.0",,"Finished","2004-07-05","0.0",,
"00113SC0001","Job Item 00113SC0001","Job Item 00113SC0001","26102.76",,"683.0","0.0","0.01","DEGO4,MEGI2,MEGI3,ORIO1,ORIO2","603.46","124.0","Finished","2004-07-05","0.0","sulla scheda solo scavi a umido","180.0"
"00448SC0003","Job Item 00448SC0003","Job Item 00448SC0003",,,"0.0",,"0.01","ANDR1,GUER,RACH1,RACH2","20434.848567417","144.0","Finished","2012-03-16",,,"180.0"
"00113SC0004","Job Item 00113SC0004","Job Item 00113SC0004","33355.89",,"751.0","0.0","0.01","MEGI1,MEGI2,TRON","698.59","61.0","Finished","2004-07-05","0.0","sulla scheda solo scavi a umido","180.0"
"00448SC0002","Job Item 00448SC0002","Job Item 00448SC0002",,,"0.0",,"0.01","ANDR1,RACH1,RACH2",,,"Finished","2012-03-16",,,"180.0"
"00448SC0005","Job Item 00448SC0005","Job Item 00448SC0005",,,"0.0",,"0.01","ACQU1,ACQU2,ANDR2,GUER","11151.7797849634","144.0","Finished","2012-03-16",,,"180.0"
"00448SC0004","Job Item 00448SC0004","Job Item 00448SC0004",,,"0.0",,"0.01","ANDR1,ANDR2,GUER",,,"Finished","2012-03-16",,,"180.0"
"00155SC0004","Job Item 00155SC0004","Job Item 00155SC0004","0.0",,"0.0","0.0","0.01","SENS2,TRAS","1179.43","141.0","InProgress",,"0.0",,"180.0"
"00155SC0003","Job Item 00155SC0003","Job Item 00155SC0003","0.0",,"0.0","0.0","0.01","SENS1","1111.56","156.0","InProgress",,"0.0",,"180.0"
"00155SC0006","Job Item 00155SC0006","Job Item 00155SC0006","0.0",,"0.0","0.0","0.01","BRAZ,LUST,SENS4","379.95","135.0","InProgress",,"0.0",,"180.0"
"00155SC0005","Job Item 00155SC0005","Job Item 00155SC0005","0.0",,"0.0","0.0","0.01","LUST,SENS3,TRAS","289.32","144.0","InProgress",,"0.0",,"180.0"
"00155SC0002","Job Item 00155SC0002","Job Item 00155SC0002","0.0",,"0.0","0.0","0.01","MUTI,SENS5,SENS6","353.09","124.0","InProgress",,"0.0",,"180.0"
"00155SC0001","Job Item 00155SC0001","Job Item 00155SC0001","0.0",,"0.0","0.0","0.01","LUST,SENS3,SENS4","243.98","124.0","InProgress",,"0.0",,"180.0"
"00155SC0008","Job Item 00155SC0008","Job Item 00155SC0008","0.0",,"0.0","0.0","0.01","MUTI,SENS6","1111.41","133.0","InProgress",,"0.0",,"180.0"
"00155SC0007","Job Item 00155SC0007","Job Item 00155SC0007","0.0",,"0.0","0.0","0.01","BRAZ,MUTI,SENS5","773.41","134.0","InProgress",,"0.0",,"180.0"
"00155SC0009","Job Item 00155SC0009","Job Item 00155SC0009","0.0",,"0.0","0.0","0.01","SENS2,SENS3,TRAS","212.86","136.0","InProgress",,"0.0",,"180.0"
"00701SC0001","Job Item 00701SC0001","Job Item 00701SC0001","0.0",,"0.0","0.0","102.0","ARZE4","458.25","161.0","Finished","1999-12-01","0.0","Scavo parziale in corrispondenza della sponda","180.0"
"00001SC0068","Job Item 00001SC0068","Job Item 00001SC0068","0.0",,"51.0","0.0","0.0",,"69.55","98.0","Finished","1993-01-01","0.0",,"180.0"
"00001SC0069","Job Item 00001SC0069","Job Item 00001SC0069","0.0",,"93.0","0.0","0.0",,"139.92","88.0","Finished","1993-01-01","0.0",,"180.0"
"00103SC0030","Job Item 00103SC0030","Job Item 00103SC0030","0.0",,"99.24","0.0","63.09","MOND1,PEST2,PIOM1,PIOM2","119.96","118.0","Finished",,"0.0","Su indicazioni Betty 31/12/01","180.0"
"00107SC0010","Job Item 00107SC0010","Job Item 00107SC0010","24668.0","2003-03-10","759.0","0.0","0.01","OGNI3,TROV2","648.37","147.0","Finished","2004-02-23","0.0",,"200.0"
"00103SC0032","Job Item 00103SC0032","Job Item 00103SC0032","0.0",,"393.93","0.0","368.58","FORM,MOND2,MOND3,PEST2","633.23","124.0","Finished",,"0.0","Al 02/07/2001: scheda 103SC0014, 185 mc fango scavati","180.0"
"00103SC0031","Job Item 00103SC0031","Job Item 00103SC0031","0.0",,"402.07","0.0","266.75","LIO,TEDE","560.5","116.0","Finished",,"0.0","Su indicazioni Betty 31/12/01","180.0"
"00001SC0070","Job Item 00001SC0070","Job Item 00001SC0070","0.0",,"228.0","0.0","0.0",,"429.63","67.0","Finished","1993-01-01","0.0",,"180.0"
"00103SC0024","Job Item 00103SC0024","Job Item 00103SC0024","7576.41",,"140.0","8331.38","124.52","PEST1,SEVE1,TETT1","208.79","101.0","Finished","1998-09-30","0.0",,"180.0"
"00103SC0023","Job Item 00103SC0023","Job Item 00103SC0023","25779.68",,"475.4","15128.83","226.2","PEST1,PEST2,TETT1","686.76","90.0","Finished","2000-02-02","0.0","Compilata dal tabellone di Frezza","180.0"
"00103SC0022","Job Item 00103SC0022","Job Item 00103SC0022","19401.81",,"358.0","6158.64","92.0","FORM,SEVE1,TETT1,TETT2","403.83","94.0","Finished","1999-03-31","0.0","variazione 14 asciutto 81 umido appartengono al 1998 - erano stati inputati per errore nei costi dell'asciutto L. 164.094.480","180.0"
"00103SC0021","Job Item 00103SC0021","Job Item 00103SC0021","54716.03",,"1009.0","15430.15","230.71","LATE1","1599.72","69.0","Finished","1998-12-31","0.0","Compilato dal tabellone di Frezza","200.0"
"00103SC0020","Job Item 00103SC0020","Job Item 00103SC0020","26517.42",,"489.0","29159.83","436.0","SEVE1,TETT2","953.64","94.0","Finished","1998-09-30","0.0",,"180.0"
"00144SC0001","Job Item 00144SC0001","Job Item 00144SC0001","6325.844","2002-02-13","161.168","25610.35","222.37","GAFF","382.06","111.0","Finished","2004-02-09","0.0",,"180.0"
"00107SC0001","Job Item 00107SC0001","Job Item 00107SC0001","5000.0","2003-05-05","15388.0","0.0","0.01","BARN1,BARN2","461.11","147.0","Finished","2004-02-23","0.0","Si fa presente che i primi 30 metri di Rio a partire dalla confluenza con il Canal Grande non erano previsti in progetto.
Sentito il REIN è stato concordato di inserire nell'appalto anche la parte di segmento non prevista.","180.0"
"00144SC0002","Job Item 00144SC0002","Job Item 00144SC0002","5578.33","2002-02-13","142.123","22584.72","196.099","GAFF","336.91","111.0","Finished","2004-02-09","0.0",,"180.0"
"00107SC0002","Job Item 00107SC0002","Job Item 00107SC0002","16250.0","2003-05-05","500.0","0.0","0.01","AVOG,BARN1,BARN2","740.28","107.0","Finished","2004-02-09","0.0",,"180.0"
"00107SC0003","Job Item 00107SC0003","Job Item 00107SC0003","0.0",,"5868.64","0.0","367.17","OGNI1","670.78","139.0","Finished","2006-03-23","0.0","dati sui mc di fanghi complessivi della commessa (18/03/2005)","180.0"
"00103SC0029","Job Item 00103SC0029","Job Item 00103SC0029","0.0",,"365.55","0.0","216.75","FAVA2,PIOM2","503.53","115.0","Finished",,"0.0","dati da Betta, no schede","180.0"
"00107SC0004","Job Item 00107SC0004","Job Item 00107SC0004","0.0",,"0.0","0.0","0.01","OGNI1,OGNI2","184.82","149.0","Finished",,"0.0",,"180.0"
"00103SC0028","Job Item 00103SC0028","Job Item 00103SC0028","0.0",,"0.0","0.0","0.01","ZULI","1010.47","119.0","Finished",,"0.0",,"180.0"
"00107SC0005","Job Item 00107SC0005","Job Item 00107SC0005","0.0",,"0.0","0.0","0.01","OGNI3,TROV2,TROV3","481.45","155.0","Finished",,"0.0",,"180.0"
"00360SC0001","Job Item 00360SC0001","Job Item 00360SC0001","39848.79","2002-09-25","806.819","133393.3","1980.742","CAND01",,,"Finished","2006-05-22",,"Il costo totale dell'intervento, al netto del ribasso d'asta e con gli oneri per la sicurezza ammonta ad euro 3.084.034,60.= lo scavo del canale e la costruzione dei casseri e mantelletti ammonta ad euro 565.177,91.","180.0"
