id,lung,sup,rtr,id_nodo1,id_nodo2,venezia,cementificato,prof_md1,data1,prof_md2,data2,prof_md3,data3
2324,65.25,316.69,F,95,103,T,F,-0.48,1998/09/01,-1.48,2002/12/18,0.00,
2325,82.89,366.10,T,95,101,T,F,0.00,,0.00,,0.00,
2326,61.86,395.88,F,105,113,T,F,-0.98,2000/10/20,-0.98,2002/12/18,0.00,
2327,14.41,74.18,F,101,105,T,F,-1.02,2000/10/20,-1.03,2002/12/18,0.00,
2328,29.80,95.82,F,357,101,T,F,-1.23,2000/10/20,-1.15,2002/12/18,0.00,
2329,22.50,86.60,F,357,358,T,F,-1.18,2000/10/20,-1.12,2002/12/18,0.00,
2330,161.44,729.78,F,389,358,T,F,-1.21,2000/10/20,-1.11,2002/12/18,0.00,
2331,64.06,324.12,F,389,72,T,F,-1.86,1999/11/02,-1.71,2002/12/18,0.00,
2332,139.21,8076.64,F,134,142,T,F,-2.68,1999/11/10,0.00,,0.00,
2333,76.37,4090.89,F,128,134,T,F,-2.74,1999/11/10,0.00,,0.00,
2334,164.81,7175.70,F,100,128,T,F,-2.90,1999/11/10,0.00,,0.00,
2335,101.72,4677.37,F,85,100,T,F,-2.92,1999/11/02,0.00,,0.00,
2336,45.85,2688.74,F,85,79,T,F,-2.87,1998/01/01,0.00,,0.00,
2337,111.51,6600.01,F,72,79,T,F,-2.50,1999/11/02,0.00,,0.00,
2338,124.01,8190.26,F,68,72,T,F,-2.46,1999/11/02,-2.01,2002/12/18,0.00,
2339,64.58,180.69,F,388,68,T,F,-2.43,1999/11/02,0.00,,0.00,
2340,223.20,1172.76,F,388,95,T,F,-0.51,1998/09/01,-1.42,2002/12/18,0.00,
2341,67.92,0.00,F,65,68,T,F,0.00,,0.00,,0.00,
2342,28.48,1573.54,F,62,65,T,F,-2.79,1999/11/02,0.00,,0.00,
2343,73.54,200.73,F,62,386,T,F,-2.25,1999/11/02,0.00,,0.00,
2344,241.05,1108.78,F,386,83,T,F,-0.59,1998/09/01,0.00,,0.00,
2345,70.56,350.87,T,346,83,T,F,0.00,,0.00,,0.00,
2346,69.97,204.22,T,346,84,T,F,0.00,,0.00,,0.00,
2347,29.83,191.80,F,292,84,T,F,-1.45,1999/03/01,0.00,,0.00,
2348,57.49,297.65,F,84,90,T,F,-1.31,1999/03/01,0.00,,0.00,
2349,135.84,1572.93,F,111,90,T,F,-1.21,1999/04/28,-1.74,2002/12/18,0.00,
2350,110.33,949.02,F,90,91,T,F,-1.34,1998/08/07,-1.39,2002/12/18,0.00,
2351,100.49,841.63,F,291,90,T,F,-1.17,1999/03/15,0.00,,0.00,
2352,114.24,951.32,F,291,381,T,F,-1.01,1999/03/15,0.00,,0.00,
2353,43.01,310.56,F,381,66,T,F,-1.09,1999/03/15,0.00,,0.00,
2354,75.18,606.84,F,74,293,T,F,-1.30,1999/03/15,0.00,,0.00,
2355,30.92,183.20,F,70,293,T,F,-1.07,1999/03/15,0.00,,0.00,
2356,30.63,183.07,F,70,294,T,F,-1.07,1999/03/15,0.00,,0.00,
2357,22.59,369.72,F,74,76,T,F,-1.15,1999/03/15,0.00,,0.00,
2358,46.71,126.55,F,74,78,T,F,-1.03,1999/03/15,0.00,,0.00,
2359,41.66,160.58,F,78,83,T,F,-0.88,2000/10/18,0.00,,0.00,
2360,72.13,394.14,F,83,92,T,F,-0.69,1998/09/21,0.00,,0.00,
2361,23.17,128.81,F,92,93,T,F,0.00,,0.00,,0.00,
2362,252.50,1416.89,F,387,92,T,F,0.00,,0.00,,0.00,
2363,61.95,291.14,F,65,387,T,F,-2.88,1999/11/02,0.00,,0.00,
2364,233.14,863.05,F,78,385,T,T,-0.55,2000/10/19,0.00,,0.00,
2365,72.85,339.03,F,297,79,T,F,-2.23,1999/04/23,-1.76,2002/12/18,0.00,
2366,54.51,459.61,F,297,298,T,F,-1.67,1999/04/23,-1.92,2002/12/18,0.00,
2367,64.61,559.27,F,73,298,T,F,-1.56,1999/04/23,-1.69,2002/12/18,0.00,
2368,57.01,438.44,F,73,304,T,F,-1.55,1999/04/23,-1.52,2002/12/18,0.00,
2369,69.41,173.66,F,299,85,T,F,-2.79,1998/01/01,-1.52,2002/12/18,0.00,
2370,63.11,381.75,F,404,100,T,F,-2.50,1999/11/10,0.00,,0.00,
2371,66.15,578.75,F,404,108,T,F,-1.57,1998/01/01,0.00,,0.00,
2372,20.06,134.99,F,108,112,T,F,-1.80,1998/01/01,0.00,,0.00,
2373,97.95,725.00,F,94,108,T,F,-1.14,,-1.76,2002/12/18,0.00,
2374,80.10,388.54,F,112,300,T,F,-0.92,,0.00,,0.00,
2375,62.29,547.75,F,365,395,T,T,-1.39,1995/01/26,-1.76,2003/02/20,0.00,
2376,63.64,488.79,F,170,365,T,T,-1.44,1995/01/26,-1.80,2003/02/20,0.00,
2377,133.58,757.47,F,294,383,T,F,-1.36,1999/03/15,0.00,,0.00,
2378,49.40,286.26,F,47,383,T,F,-2.71,1999/11/02,0.00,,0.00,
2379,152.23,481.26,F,70,384,T,F,-0.49,1999/03/15,0.00,,0.00,
2380,46.83,178.24,F,51,384,T,F,-2.08,1999/03/15,0.00,,0.00,
2381,61.14,2712.59,F,47,51,T,F,-2.87,1999/11/02,0.00,,0.00,
2382,135.91,6320.82,F,47,46,T,F,-2.85,1999/11/02,0.00,,0.00,
2383,74.95,4238.12,F,45,46,T,F,-2.85,1999/11/02,0.00,,0.00,
2384,192.83,9123.88,F,45,55,T,F,-2.71,1999/11/08,0.00,,0.00,
2385,91.51,3899.26,F,55,61,T,F,-2.65,1999/11/08,0.00,,0.00,
2386,47.74,221.48,F,382,46,T,F,-2.42,1999/11/02,0.00,,0.00,
2387,92.08,625.13,F,382,66,T,F,-1.29,1999/03/15,0.00,,0.00,
2388,71.93,1289.53,F,418,45,T,F,-3.15,1999/11/08,0.00,,0.00,
2389,81.46,1588.84,F,418,30,T,F,-2.32,1999/05/01,0.00,,0.00,
2390,71.10,402.38,F,38,47,T,F,-2.30,1999/03/16,-1.48,2002/12/18,0.00,
2391,96.94,628.17,F,29,38,T,F,-1.29,1999/03/16,-1.34,2002/12/18,0.00,
2392,44.41,226.35,F,26,29,T,F,-1.25,1999/03/16,-1.34,2002/12/18,0.00,
2393,141.21,1513.38,F,26,31,T,F,-0.91,1999/03/16,-0.79,2002/12/18,0.00,
2394,18.93,152.00,F,31,32,T,F,-1.31,1999/03/16,-1.38,2002/12/18,0.00,
2395,30.53,293.50,F,32,35,T,F,-1.45,1999/03/17,-1.53,2002/12/18,0.00,
2396,24.55,170.28,F,35,347,T,F,-1.31,1999/03/17,-1.54,2002/12/18,0.00,
2397,112.10,679.48,F,347,348,T,F,-1.49,1999/03/17,-1.48,2002/12/18,0.00,
2398,75.22,538.00,F,416,62,T,F,-2.18,1999/05/01,0.00,,0.00,
2399,88.79,1110.91,F,416,44,T,F,-1.83,1999/05/01,0.00,,0.00,
2400,151.09,1561.98,F,32,44,T,F,-1.14,1999/03/16,-1.12,2002/12/18,0.00,
2401,54.27,712.54,F,40,44,T,F,-1.84,1999/05/01,0.00,,0.00,
2402,117.75,733.43,F,417,48,T,F,-1.40,1999/03/19,0.00,,0.00,
2403,84.20,365.03,F,417,68,T,F,-2.45,1999/11/02,0.00,,0.00,
2404,55.58,409.62,F,48,54,T,F,-0.84,1998/10/09,-1.09,2002/12/18,0.00,
2405,88.54,776.95,F,60,54,T,F,0.00,,-1.06,2002/12/18,0.00,
2406,50.87,564.72,F,60,63,T,F,0.00,,-1.33,2002/12/18,0.00,
2407,54.13,602.84,F,57,63,T,F,-1.24,1999/03/13,-1.22,2002/12/18,0.00,
2408,90.88,328.96,F,49,60,T,F,-0.66,1999/03/13,0.00,,0.00,
2409,79.69,374.34,F,43,54,T,F,-0.64,1998/10/09,-1.17,2002/12/18,0.00,
2410,44.22,466.25,F,57,52,T,F,-1.23,1999/03/13,-1.25,2002/12/18,0.00,
2411,73.69,341.92,F,56,385,T,T,-1.59,2000/10/19,0.00,,0.00,
2412,81.45,4718.50,F,426,51,T,F,-2.84,1999/11/02,0.00,,0.00,
2413,48.22,2483.52,F,426,56,T,F,-2.92,1999/11/02,0.00,,0.00,
2414,52.02,2865.01,F,56,62,T,F,-2.74,1999/11/02,0.00,,0.00,
2415,102.55,508.62,F,426,348,T,F,-1.61,1999/03/17,-1.67,2002/12/18,0.00,
2416,246.44,3493.12,F,423,1,T,F,-1.64,1998/10/11,-1.67,2002/12/18,0.00,
2417,239.03,3833.94,F,7,423,T,F,-1.36,1998/10/11,-1.66,2002/12/18,0.00,
2418,236.33,3082.98,F,8,6,T,F,0.00,,-1.41,2002/12/18,0.00,
2419,248.47,3533.74,F,353,6,T,F,0.00,,-1.48,2002/12/18,0.00,
2420,68.41,1297.04,F,353,1,T,F,0.00,,-1.90,2002/12/18,0.00,
2421,86.22,1809.65,F,2,4,T,F,-1.27,1997/02/20,-1.70,2002/12/18,0.00,
2422,77.12,1134.67,F,350,4,T,F,-1.02,1997/05/22,-1.60,2002/12/18,0.00,
2423,306.58,2574.30,F,350,356,T,F,-0.86,1997/02/20,-1.36,2002/12/18,0.00,
2424,93.38,965.53,F,356,14,T,F,-0.74,1997/02/20,-1.25,2002/12/18,0.00,
2425,53.71,948.93,F,10,14,T,F,-0.65,1998/03/31,-1.24,2002/12/18,0.00,
2426,220.26,2820.09,F,422,10,T,F,-0.87,1998/03/31,-1.45,2002/12/18,0.00,
2427,186.29,2038.89,F,422,4,T,F,-0.97,1997/05/22,-1.43,2002/12/18,0.00,
2428,104.72,487.69,F,6,10,T,F,-0.68,1998/03/31,0.00,,0.00,
2429,102.47,1927.66,F,10,13,T,F,-0.88,1998/05/11,-1.51,2002/12/18,0.00,
2430,110.60,1646.72,F,17,13,T,F,-1.04,1998/05/11,-1.54,2002/12/18,0.00,
2431,177.60,3212.67,F,419,30,T,F,-2.47,1999/05/01,0.00,,0.00,
2432,178.92,3990.22,F,419,16,T,F,-2.39,1999/05/01,0.00,,0.00,
2433,102.81,2557.82,F,11,16,T,F,-2.28,1999/05/01,0.00,,0.00,
2434,211.02,4996.77,F,5,11,T,F,-2.64,1999/05/01,0.00,,0.00,
2435,61.43,409.57,F,420,11,T,F,-1.22,1999/04/27,-1.01,2002/12/18,0.00,
2436,60.50,269.90,F,421,16,T,F,0.00,,-1.42,2002/12/18,0.00,
2437,85.22,505.80,F,421,424,T,F,-0.77,1998/09/21,-1.20,2002/12/18,0.00,
2438,28.15,148.69,F,424,425,T,F,-0.61,1998/09/21,-1.20,2002/12/18,0.00,
2439,142.24,909.98,F,349,425,T,F,-1.07,1998/09/21,-1.37,2002/12/18,0.00,
2440,86.02,597.65,F,351,14,T,F,-0.62,1997/10/28,-1.23,2002/12/18,0.00,
2441,50.43,512.95,F,351,352,T,F,-0.69,1997/10/28,-1.17,2002/12/18,0.00,
2442,75.42,664.92,F,352,13,T,F,-0.77,1998/05/11,-1.23,2002/12/18,0.00,
2443,97.34,1149.49,F,22,27,T,F,-1.21,1998/09/21,-1.28,2002/12/18,0.00,
2444,173.78,1759.52,F,349,27,T,F,-0.98,1998/09/21,-1.32,2002/12/18,0.00,
2445,230.87,1317.80,F,420,27,T,F,-1.20,1999/04/27,-1.18,2002/12/18,0.00,
2446,42.17,115.23,T,354,61,T,F,0.00,,0.00,,0.00,
2447,100.68,427.95,T,354,355,T,F,0.00,,0.00,,0.00,
2448,71.07,270.42,T,355,55,T,F,0.00,,0.00,,0.00,
2449,119.45,1404.79,F,53,67,T,F,-1.08,1999/04/17,-1.10,2002/12/18,0.00,
2450,226.72,1163.83,F,67,82,T,F,-1.04,1999/04/17,-1.04,2002/12/18,0.00,
2451,180.65,2998.31,F,59,409,T,F,-1.66,1999/04/26,-1.90,2002/12/18,0.00,
2452,226.54,2743.08,F,409,102,T,F,-1.49,1999/04/26,-1.75,2002/12/18,0.00,
2453,82.97,450.70,F,86,94,T,F,-1.64,1998/01/01,-1.27,2002/12/18,0.00,
2454,122.28,639.31,F,77,94,T,F,-0.94,,-1.45,2002/12/18,0.00,
2455,34.83,162.78,F,427,299,T,F,-1.71,1998/01/01,-1.24,2002/12/18,0.00,
2456,65.66,357.37,F,427,86,T,F,-1.63,1998/01/01,-1.30,2002/12/18,0.00,
2457,69.79,250.81,F,403,128,T,F,-2.26,2000/11/11,-1.23,2003/02/20,0.00,
2458,175.90,867.93,F,403,159,T,F,-1.16,2000/11/11,-1.10,2003/02/20,0.00,
2459,44.91,371.54,F,170,182,T,T,-1.43,1995/01/26,-1.90,2003/02/20,0.00,
2460,80.54,485.64,F,187,194,T,F,-1.59,1999/04/26,-1.32,2003/02/20,0.00,
2461,95.07,611.86,F,428,185,T,F,-1.43,2000/10/20,-1.38,2003/02/20,0.00,
2462,32.63,291.71,F,180,428,T,F,-1.58,2000/10/20,-1.64,2003/02/20,0.00,
2463,137.53,1349.82,F,405,153,T,F,-1.36,1998/01/01,-1.44,2002/12/18,0.00,
2464,144.99,1533.08,F,206,405,T,F,-1.48,2000/11/10,-1.58,2002/12/18,0.00,
2465,88.65,980.54,F,168,315,T,F,-1.45,2002/02/25,0.00,,0.00,
2466,203.81,1999.86,F,168,201,T,F,-1.54,2002/02/25,0.00,,0.00,
2467,98.25,683.23,F,319,177,T,F,0.00,,-1.84,2002/12/18,0.00,
2468,61.05,447.54,F,177,188,T,F,0.00,,-1.41,2002/12/18,0.00,
2469,127.38,7297.67,F,407,176,T,F,0.00,,0.00,,0.00,
2470,127.44,6975.45,F,407,408,T,F,0.00,,0.00,,0.00,
2471,100.20,5132.74,F,109,408,T,F,0.00,,0.00,,0.00,
2472,160.75,19113.76,F,179,410,T,F,0.00,,0.00,,0.00,
2473,116.31,25048.31,F,411,410,T,F,0.00,,0.00,,0.00,
2474,118.99,23874.82,F,411,412,T,F,0.00,,0.00,,0.00,
2475,236.83,22944.08,F,412,413,T,F,0.00,,0.00,,0.00,
2476,130.40,1934.23,F,406,190,T,F,-2.77,1999/04/15,0.00,,0.00,
2477,131.66,1995.90,F,406,229,T,F,-3.68,1999/04/15,0.00,,0.00,
2478,130.51,6448.78,F,413,156,T,F,0.00,,0.00,,0.00,
2479,206.83,2327.31,F,344,326,T,F,-1.30,2001/07/01,-1.30,2002/12/18,0.00,
2480,38.89,392.59,F,344,239,T,F,-1.46,2001/07/01,-1.60,2002/12/18,0.00,
2481,20.68,323.23,F,239,241,T,F,-3.66,2000/10/20,-2.63,2002/12/18,0.00,
2482,198.27,2006.45,T,414,239,T,F,0.00,,0.00,,0.00,
2483,185.12,1924.51,T,414,234,T,F,0.00,,0.00,,0.00,
2484,295.60,2383.96,F,254,257,T,F,-0.99,1999/04/04,-0.99,2002/12/18,0.00,
2485,95.69,3167.46,F,244,254,T,F,-1.64,1999/04/04,0.00,,0.00,
2486,67.64,1980.51,F,256,254,T,F,-1.61,1999/04/04,0.00,,0.00,
2487,156.94,3352.90,F,256,359,T,F,-1.53,1999/04/04,0.00,,0.00,
2488,224.44,2877.52,F,415,264,T,F,0.00,,0.00,,0.00,
2489,235.50,2871.97,F,415,266,T,F,0.00,,0.00,,0.00,
3096,119.24,1334.30,F,1021,1135,F,F,0.00,,0.00,,0.00,
3097,134.01,1125.42,F,1030,1135,F,F,0.00,,0.00,,0.00,
3098,171.41,10369.55,F,1004,1009,F,F,0.00,,0.00,,0.00,
3099,204.73,8788.44,F,1009,1020,F,F,0.00,,0.00,,0.00,
3100,245.47,14534.62,F,1009,1023,F,F,0.00,,0.00,,0.00,
3101,160.23,10978.31,F,1001,1136,F,F,-2.96,2000/03/30,0.00,,0.00,
3102,163.31,10322.74,F,1013,1136,F,F,-2.94,2000/03/30,0.00,,0.00,
3103,81.06,623.96,F,1045,1144,F,F,0.00,,0.00,,0.00,
3104,122.91,793.01,F,1137,1144,F,F,0.00,,0.00,,0.00,
3105,99.96,1651.20,F,1053,1145,F,F,0.00,,0.00,,0.00,
3106,156.79,2727.33,F,1138,1145,F,F,0.00,,0.00,,0.00,
3107,65.54,696.22,F,1139,1087,F,F,0.00,,0.00,,0.00,
3108,97.41,853.13,F,1139,1034,F,F,0.00,,0.00,,0.00,
3109,199.22,2358.14,F,1051,1140,F,F,0.00,,0.00,,0.00,
3110,197.37,2313.01,F,1087,1140,F,F,0.00,,0.00,,0.00,
3111,175.17,1800.96,F,1141,1146,F,F,0.00,,0.00,,0.00,
3112,40.73,375.20,F,1056,1146,F,F,0.00,,0.00,,0.00,
3113,141.51,1413.66,F,1060,1143,F,F,0.00,,0.00,,0.00,
3114,120.72,927.16,F,1097,1143,F,F,0.00,,0.00,,0.00,
3115,159.90,1458.72,F,1082,1142,F,F,0.00,,0.00,,0.00,
3116,157.76,1352.11,F,1058,1142,F,F,0.00,,0.00,,0.00,
3117,135.64,2951.87,F,1055,1147,F,F,0.00,,0.00,,0.00,
3118,129.86,2529.57,F,1099,1147,F,F,0.00,,0.00,,0.00,
2490,93.29,805.21,F,94,97,T,F,-1.12,1998/01/06,-1.57,2002/12/18,0.00,
2491,23.90,201.57,F,76,292,T,F,-1.12,1999/03/01,0.00,,0.00,
2492,33.01,143.01,F,330,196,T,F,-0.66,1995/06/28,-1.09,2003/02/20,0.00,
2493,155.75,7208.94,F,430,107,T,F,0.00,,0.00,,0.00,
2494,233.33,10820.99,F,376,430,T,F,0.00,,0.00,,0.00,
2495,206.12,10310.35,F,376,195,T,F,0.00,,0.00,,0.00,
3119,136.58,1748.54,F,1148,1039,F,F,0.00,,0.00,,0.00,
3120,203.62,2953.81,F,1148,1122,F,F,0.00,,0.00,,0.00,
2496,152.59,7017.37,F,429,61,T,F,-2.79,1999/11/08,0.00,,0.00,
2497,133.97,6713.43,F,429,80,T,F,-2.58,1999/11/08,0.00,,0.00,
2498,54.37,482.32,F,64,69,T,F,-1.68,1999/04/23,-1.56,2002/12/18,0.00,
2499,54.66,486.20,F,58,64,T,F,-1.57,1999/04/23,-1.71,2002/12/18,0.00,
2500,118.41,808.04,F,69,75,T,F,-1.19,1999/04/19,-1.28,2002/12/18,0.00,
2505,26.92,177.79,F,75,77,T,F,-1.13,1999/04/19,0.00,,0.00,
2501,116.39,1139.00,F,180,192,T,T,-1.28,2000/10/20,-1.27,2003/02/20,0.00,
2502,116.24,596.33,F,183,192,T,F,-1.02,2000/10/20,-0.88,2003/02/20,0.00,
2503,149.76,955.38,F,362,139,T,F,-0.65,1997/07/21,-1.34,2002/12/18,0.00,
3122,251.38,32418.81,F,1035,1046,F,F,0.00,,0.00,,0.00,
3123,300.04,15350.08,F,1034,1086,F,F,0.00,,0.00,,0.00,
3124,257.02,13286.80,F,1033,1034,F,F,0.00,,0.00,,0.00,
2504,14.83,71.14,F,205,431,T,F,-1.15,2000/11/15,0.00,,0.00,
3125,32.10,210.08,F,1149,1081,F,F,0.00,,0.00,,0.00,
