"!!id","!!type","larghezza media (m)","zoom","fondo cementificato","ID","ID del rio","ID intersezione Nord","larghezza minima (m)","superficie (m2)","ID intersezione Sud","Y","X","lunghezza (m)","jobs","jobItems"
"LEPA02","segmenti","8.4 m","217.955823529448","no","LEPA02","LEPA","II5000","7.6 m","1743.29","II5005","5032186.66756547","2314146.61679385","208.62","[00371, 00379, 00381, PA506]","[00371SC0001, 00371SC0002, 00371SC0003, 00371SC0004, 00371SC0005, 00379SC0002]"
"LEPA03","segmenti","10.3 m","602.81898315906","no","LEPA03","LEPA","II5005","7.1 m","5281.18","II5010","5031880.70024787","2314055.44177429","513.33","[00371, 00381, PA506]","[00371SC0003, 00371SC0004, 00371SC0005, 00371SC0006, 00371SC0009]"
"LIO001","segmenti","7.6 m","88.9770632684907","no","LIO001","LIO","II0495","4.2 m","675.966","II0565","5035142.17623091","2311825.54746331","89.31","[00103, 00232]","[00103SC0003, 00103SC0009, 00103SC0026, 00103SC0031, 00103SC0109]"
"LORE01","segmenti","9.8 m","68.9487237082097","no","LORE01","LORE","II0615","8.6 m","450.401","II0675","5035025.8761329","2312304.18373192","45.78","[00136, 00232]","[00136SC0007, 00136SC0012, 00136SC0015, 00136SC0018]"
"LORE02","segmenti","13.2 m","241.843878159257","no","LORE02","LORE","II0675","8.8 m","2430.36","II0840","5034899.17785004","2312297.02569182","184.36","[00136, 00232]","[00136SC0004, 00136SC0008, 00136SC0011, 00136SC0015, 00136SC0016]"
"LUCA01","segmenti","8.2 m","170.721234697293","si","LUCA01","LUCA","II0735","5.6 m","1259.44","II0880","5034826.51033822","2311428.81246218","152.92","[00099, 00232]","[00099SC0012, 00099SC0013]"
"LUCA02","segmenti","8.2 m","50.000000000036","si","LUCA02","LUCA","II0880","7.4 m","146.514","II0915","5034757.39211676","2311474.52228848","17.91","[00099, 00232]","[00099SC0003, 00099SC0012, 00099SC0013]"
"LUCA03","segmenti","8.3 m","50.000000000064","si","LUCA03","LUCA","II0915","6.8 m","214.486","II0945","5034737.62550259","2311484.83007696","25.8","[00099, 00232]","[00099SC0002, 00099SC0003, 00099SC0012, 00099SC0134]"
"LUNA01","segmenti","7.6 m","92.4980345149638","no","LUNA01","LUNA","II1100","5.6 m","511.942","IE1165","5034494.15721596","2311742.8214933","67","[00006, 00232]","[00006SC0063, 00006SC0110]"
"LUST01","segmenti","5.7 m","97.6164625719203","no","LUST01","LUST","II0060","4.4 m","435.68","II0095","5035920.35292663","2311219.18165149","76.29","[00232, 00155]","[00155SC0001, 00155SC0005, 00155SC0006]"
"MADA01","segmenti","10.2 m","49.9999999997995","no","MADA01","MADA","II0165","5.8 m","252.988","II0180","5035688.34265401","2311328.80314382","24.72","[00003, 00119, 00232]","[00003SC0040, 00003SC0095, 00119SC0004, 00119SC0012]"
"MADA02","segmenti","6 m","182.174799537557","no","MADA02","MADA","II0180","4 m","1231.21","II0290","5035612.71065563","2311325.11219549","203.6","[00003, 00119, 00232]","[00003SC0040, 00003SC0095, 00119SC0004]"
"MADO01","segmenti","4.2 m","70.171978335393","no","MADO01","MADO","II0490","3.6 m","259.373","II0540","5035151.96954042","2311185.57418801","61.35","[00320, 232/1, 00159, 00517, 00187, II509]","[00320SC0018, 00320SC0019, 00320SC0029, 00187SC0006, 00187SC0007, 00187SC0013]"
"MADO02","segmenti","7 m","78.6997559812608","no","MADO02","MADO","II0540","5.2 m","435.975","II0600","5035095.95913517","2311223.53982169","62.59","[00320, 232/1, 00159, 00517, 00187, II509]","[00320SC0018, 00320SC0020, 00320SC0028, 00320SC0029, 00187SC0002, 00187SC0006, 00187SC0008, 00187SC0013, 00187SC0016]"
"MADO03","segmenti","4.7 m","195.175517322704","no","MADO03","MADO","II0600","2 m","719.114","II0770","5034988.31258645","2311245.74255888","151.51","[00320, 232/1, 00159, 00517, 00187, II509]","[00320SC0021, 00320SC0028, 00187SC0002, 00187SC0009, 00187SC0016]"
"MAGA01","segmenti","7.9 m","65.6117801164991","no","MAGA01","MAGA","II0650","6.2 m","504.431","II0660","5035019.00231121","2310440.11501108","63.91","[232/1, 00517]","[]"
"MAGG01","segmenti","8.5 m","170.456291466039","no","MAGG01","MAGG","II0790","8 m","1438.73","II0845","5034823.71080082","2310332.53822225","169.58","[00320, 232/1, 00462, 00517, II473]","[00320SC0013, 00320SC0014, 00320SC0031, II473SC0002, II473SC0003, II473SC0009, II473SC0010, II473SC0013, II473SC0015]"
"MAGG02","segmenti","11.8 m","77.9237964707303","no","MAGG02","MAGG","II0845","10.8 m","880.481","II0865","5034792.54110793","2310205.71992972","74.61","[00320, 232/1, 00462, 00517, II473]","[00320SC0012, 00320SC0014, 00320SC0030, 00320SC0031, II473SC0002, II473SC0004, II473SC0007, II473SC0015, II473SC0016]"
"MAGG03","segmenti","12.6 m","59.7793564882535","no","MAGG03","MAGG","II0865","11.4 m","723.481","II0885","5034773.12942932","2310130.06081818","57.35","[00320, 232/1, 00462, 00517, II473]","[00320SC0011, 00320SC0030, II473SC0005, II473SC0007, II473SC0016]"
"MALA01","segmenti","15.3 m","389.1039521533","no","MALA01","MALA","IE5200","11.6 m","11194.06","II5025","5027745.6986358","2311626.19173128","729.63","[]","[]"
"MALA02","segmenti","16.4 m","62.3866951098479","no","MALA02","MALA","IE5200","13.4 m","931.846","II5025","5027621.24947616","2311483.78269036","56.79","[]","[]"
"MALP01","segmenti","6.7 m","153.855489225682","no","MALP01","MALP","II1085","5 m","1025.71","II1115","5034525.46187909","2310858.39224829","153.45","[232/1, 00106, 00517]","[00106SC0001, 00106SC0002]"
"MALP02","segmenti","8.3 m","52.5887349923519","no","MALP02","MALP","II1115","6.4 m","415.706","II1125","5034493.59230968","2310754.77467169","50.43","[232/1, 00106, 00517]","[00106SC0001, 00106SC0002, 00106SC0003]"
"MALP03","segmenti","6.5 m","56.3611500383837","no","MALP03","MALP","II1125","4.8 m","338.72","II1140","5034477.70502892","2310699.21160154","52.53","[232/1, 00106, 00517]","[00106SC0001]"
"MALP04","segmenti","7.7 m","148.471888057563","no","MALP04","MALP","II1140","5.8 m","1148.48","II1185","5034453.37422586","2310601.15934339","150.01","[232/1, 00106, 00517]","[00106SC0001]"
"MARC01","segmenti","5.1 m","51.5950793481423","no","MARC01","MARC","II0135","4 m","200.208","II0150","5035753.65647032","2311191.90740263","39.51","[00119, 00232]","[00119SC0006, 00119SC0015]"
"MARC02","segmenti","6.4 m","116.982320135356","no","MARC02","MARC","II0150","4.4 m","627.667","II0200","5035692.37198721","2311162.08871956","97.81","[00119, 00232]","[00119SC0006]"
"MARC03","segmenti","6.9 m","61.8690892004656","no","MARC03","MARC","II0200","6.4 m","319.03","II0245","5035627.3281099","2311133.43749","46.36","[00119, 00232]","[00119SC0006]"
"MARG01","segmenti","11.2 m","266.55078073058","no","MARG01","MARG","II0800","6.6 m","3117.38","II1000","5034732.62654886","2310558.82072565","279.08","[00003, 232/1, 00222, 00219, 00517]","[00003SC0076, 00219SC0006, 00219SC0009, 00219SC0011, 00219SC0012, 00219SC0016, 00219SC0018]"
"MARI01","segmenti","8.9 m","88.4784406509047","no","MARI01","MARI","II0495","6.4 m","769.749","II0510","5035163.94749356","2311904.92168949","86.47","[00103, 00232]","[00103SC0001, 00103SC0003, 00103SC0009, 00103SC0101, 00103SC0109]"
"MARI02","segmenti","11.3 m","49.9999999999665","no","MARI02","MARI","II0510","9 m","180.108","II0515","5035145.20568808","2311957.1741758","16.03","[00103, 00232]","[00103SC0007, 00103SC0008, 00103SC0101, 00103SC0108]"
"MARI03","segmenti","11.2 m","50.0000000002476","no","MARI03","MARI","II0515","9.2 m","450.478","II0535","5035135.43736129","2311990.11786777","40.11","[00103, 00232]","[00103SC0007, 00103SC0010, 00103SC0102, 00103SC0108]"
"MARI04","segmenti","18.9 m","50.0000000003818","no","MARI04","MARI","II0535","16.8 m","405.743","II0545","5035123.6993719","2312027.05273543","21.52","[00103, 00232]","[00103SC0011, 00103SC0012, 00103SC0102, 00103SC0103]"
"MARN01","segmenti","8.1 m","363.646874759507","no","MARN01","MARN","II0315","5.2 m","2684.89","II0480","5035335.38840041","2310771.36572785","331.65","[232/1, 00102, 00184, 00517]","[00102SC0009, 00102SC0019, 00102SC0022]"
"MAUR01","segmenti","4.3 m","292.379888646225","no","MAUR01","MAUR","II1025","1.2 m","1092.91","II1285","5034483.05415902","2311331.05758257","256.32","[00099, 00232]","[00099SC0004, 00099SC0011]"
"MAVA01","segmenti","9.9 m","207.859039891186","no","MAVA01","MAVA","","3.8 m","2146.1","IE5095","5040400.74551405","2317759.3533073","0","[]","[]"
"MEGI01","segmenti","6 m","224.993982487166","no","MEGI01","MEGI","II0245","2.8 m","1115.26","II0370","5035469.45020501","2311092.46110432","187.24","[232/1, 00113, 00430, 00517, 00449, 00450]","[00113SC0004, 00113SC0005]"
"MEGI02","segmenti","7.5 m","117.500227304584","no","MEGI02","MEGI","II0370","4.4 m","782.551","II0390","5035344.086645","2311086.96143564","104.88","[232/1, 00113, 00430, 00517, 00449, 00450]","[00113SC0001, 00113SC0004, 00113SC0005]"
"MEGI03","segmenti","13.3 m","49.9999999999584","no","MEGI03","MEGI","II0390","7.8 m","406.05","II0405","5035290.47080558","2311065.03920626","30.51","[232/1, 00113, 00430, 00517, 00450]","[00113SC0001, 00113SC0005]"
"MELO01","segmenti","4.3 m","186.688572895654","no","MELO01","MELO","II0590","3 m","684.245","II0735","5035012.39849536","2311313.4518389","157.63","[00003, 232/1, 00159, 00517, 00187, II509]","[00003SC0075, 00003SC0112, 00187SC0001, 00187SC0002, 00187SC0010, 00187SC0015]"
"MEND01","segmenti","14.2 m","495.562147128632","no","MEND01","MEND","IE0305","5.4 m","5719.63","II0535","5035318.71630223","2312098.26994055","402.15","[00157, 00232, 00180]","[00180SC0007]"
"MICH01","segmenti","4.7 m","119.297366142555","no","MICH01","MICH","II0770","2.9 m","484.13","II0890","5034802.54940939","2311293.98711581","103.87","[00232]","[]"
"MIRA01","segmenti","5.1 m","140.055017415346","no","MIRA01","MIRA","II0410","3 m","608.71","II0495","5035228.30149436","2311891.45932575","118.3","[00103, 00232]","[00103SC0001, 00103SC0009, 00103SC0026, 00103SC0109]"
"MISE01","segmenti","19.4 m","95.8241458856771","no","MISE01","MISE","II0050","17.2 m","1796.96","II0065","5035967.34988906","2310978.81620816","92.85","[00101, 00232]","[00101SC0004, 00101SC0005, 00101SC0006, 00101SC0007, 00101SC0017]"
"MISE02","segmenti","14.9 m","107.903693763758","no","MISE02","MISE","II0065","11.2 m","1578.05","II0085","5035927.88165173","2311079.62222414","105.6","[00101, 00232]","[00101SC0005, 00101SC0008, 00101SC0012]"
"MISE03","segmenti","10.6 m","76.4730525169044","no","MISE03","MISE","II0085","9 m","784.3","II0095","5035895.55217544","2311164.01436723","73.95","[00101, 00232]","[00101SC0008, 00101SC0012, 00101SC0015]"
"MISE04","segmenti","11.1 m","50.0000000000782","no","MISE04","MISE","II0095","10.2 m","254.444","II0110","5035874.1308303","2311214.36195292","22.9","[00101, 00232]","[00101SC0009, 00101SC0015, 00101SC0016]"
"MISE05","segmenti","9.2 m","160.450106307768","no","MISE05","MISE","II0110","4.6 m","1551.11","II0125","5035831.18825086","2311309.00705792","168.63","[00101, 00232]","[00101SC0010, 00101SC0014, 00101SC0016]"
"MISE06","segmenti","8.6 m","203.114409130717","no","MISE06","MISE","II0125","6 m","1743.2","II0205","5035719.27247234","2311460.81109569","201.79","[00101, 00232, 00393]","[00101SC0011, 00101SC0014]"
"MOCE01","segmenti","4 m","287.507711250329","si","MOCE01","MOCE","II0290","2 m","1090.16","II0415","5035378.66589602","2311191.53325871","272.43","[232/1, 00114, 00430, 00517, 00449]","[00114SC0001, 00114SC0004, 00114SC0006]"
"MOIS01","segmenti","8.7 m","239.08588583367","no","MOIS01","MOIS","II1020","5.2 m","1759.35","II1245","5034509.45965814","2311587.71297598","202.29","[00099, 00232]","[00099SC0009, 00099SC0010]"
"MOND01","segmenti","5.7 m","49.9999999996251","no","MOND01","MOND","II0620","4.6 m","193.49","II0655","5035031.82510906","2311948.26000039","33.86","[00103, 00232]","[00103SC0006, 00103SC0007, 00103SC0012, 00103SC0030, 00103SC0107, 00103SC0119]"
"MOND02","segmenti","9.1 m","159.296966561409","no","MOND02","MOND","II0655","7.4 m","1130.76","II0755","5034956.29807828","2311987.98568711","124.91","[00103, 00232]","[00103SC0012, 00103SC0015, 00103SC0017, 00103SC0032, 00103SC0115, 00103SC0118, 00103SC0119]"
"MOND03","segmenti","7.2 m","76.061356108025","no","MOND03","MOND","II0755","5.6 m","519.621","II0795","5034869.33795738","2311982.72487132","72.4","[00103, 00232]","[00103SC0016, 00103SC0017, 00103SC0032, 00103SC0115, 00103SC0118]"
"MORO01","segmenti","21.4 m","118.762729317248","no","MORO01","MORO","IE0010","17.4 m","1731.72","II0020","5036181.72316597","2310568.76417087","80.75","[00327, 00101, 00232]","[00101SC0001, 00101SC0003, 00101SC0013]"
"MORT01","segmenti","6.2 m","67.3540368165024","no","MORT01","MORT","II1510","4.6 m","389.613","II1520","5033595.78109614","2310741.13128166","62.61","[00003, 00346, 232/1, 00154, 00517]","[00003SC0116, 00003SC0117, 00346SC0009, 00154SC0005, 00154SC0016]"
"MRTI01","segmenti","5.1 m","50.0000000000033","no","MRTI01","MRTI","II0965","4.2 m","105.177","II0975","5034700.5018615","2312635.88020019","20.52","[00322, 00115, 00232, 00447]","[00322SC0004, 00115SC0002, 00115SC0005, 00115SC0007, 00115SC0010, 00447SC0006]"
"MRTI02","segmenti","3.6 m","88.3147383870341","no","MRTI02","MRTI","II0965","2.6 m","316.652","II0985","5034695.26276488","2312694.92724321","87.04","[00115, 00355, 00232, 00447]","[00115SC0008, 00115SC0010, 00447SC0003, 00447SC0006]"
"MUNE01","segmenti","5.9 m","361.030632703917","no","MUNE01","MUNE","II0465","3 m","2051.75","II0720","5035079.27217944","2310687.371008","349.59","[232/1, 00102, 00184, 00517]","[00102SC0011, 00102SC0018, 00102SC0019, 00102SC0024]"
"MUTI01","segmenti","8.3 m","81.7965736859932","no","MUTI01","MUTI","II0090","7.8 m","630.505","II0120","5035859.5033542","2311492.51115071","75.91","[00003, 00232, 00155, 00179, II519]","[00003SC0032, 00003SC0037, 00003SC0038, 00155SC0002, 00155SC0007, 00155SC0008, 00179SC0001, 00179SC0004]"
"NICO01","segmenti","8.5 m","158.065297477921","no","NICO01","NICO","II1050","6.2 m","1464","II1160","5034527.33658442","2310062.92741355","172.67","[00003, 232/1, 00366, 00222, 00219, 00517]","[00003SC0104, 00003SC0123, 00366SC0001, 00219SC0004, 00219SC0013]"
"NICO02","segmenti","12.5 m","88.014277631897","no","NICO02","NICO","II1160","11 m","818.481","IE1225","5034419.58998412","2310029.95161335","65.36","[232/1, 00222, 00517]","[]"
"NOAL01","segmenti","12.6 m","50.1671705912008","no","NOAL01","NOAL","II0190","10.2 m","499.93","II0205","5035654.74841554","2311556.74946519","39.62","[00232, 00393]","[]"
"NOAL02","segmenti","15.1 m","50.0000000001418","no","NOAL02","NOAL","II0205","12.2 m","389.447","II0210","5035636.34156129","2311516.82545188","25.82","[00232]","[]"
"NOAL03","segmenti","14 m","53.3041361701988","no","NOAL03","NOAL","II0210","10.4 m","631.141","II0230","5035614.08538251","2311481.04491578","45.17","[00232]","[]"
"NOAL04","segmenti","11.3 m","148.280685510676","no","NOAL04","NOAL","II0230","8 m","1493.84","II0320","5035546.05208032","2311411.84596577","132.34","[00368, 00232]","[]"
"NOVO01","segmenti","19.3 m","233.392883940079","no","NOVO01","NOVO","II0460","15.4 m","3297.04","II0650","5035116.12570191","2310394.54997045","170.77","[00009, 232/1, 00517]","[00009SC0078]"
"NOVO02","segmenti","21.8 m","75.72375684925","no","NOVO02","NOVO","II0650","18.2 m","1166.43","II0710","5034986.55787255","2310402.96155137","53.47","[00009, 232/1, 00517]","[00009SC0079, 00009SC0107]"
"NOVO03","segmenti","28.8 m","55.3860118430933","no","NOVO03","NOVO","II0710","16 m","971.659","II0730","5034941.18064348","2310413.57448091","33.74","[00009, 232/1, 00462, 00517, II473]","[00009SC0077, 00009SC0079, 00009SC0107, II473SC0008]"
"NOVO04","segmenti","14.9 m","229.509616627843","no","NOVO04","NOVO","II0730","11.4 m","3522.17","II0800","5034883.03572066","2310523.61036893","236.28","[00009, 232/1, 00222, 00462, 00517, II473]","[00009SC0077, 00009SC0107, 00009SC0132, II473SC0008]"
"OGNI01","segmenti","8.4 m","149.76100633222","no","OGNI01","OGNI","II1185","5.4 m","1636.05","II1290","5034379.45693013","2310585.53205983","193.84","[232/1, 00107, 00517]","[00107SC0003, 00107SC0004]"
"OGNI02","segmenti","12.2 m","49.9999999997752","no","OGNI02","OGNI","II1290","7.2 m","596.191","II1300","5034317.61744588","2310676.32838017","49.02","[232/1, 00107, 00517]","[00107SC0004]"
"OGNI03","segmenti","13.8 m","131.644731198132","no","OGNI03","OGNI","II1300","8.4 m","1925.79","II1310","5034267.59106953","2310763.00778479","139.52","[232/1, 00107, 00517]","[00107SC0005, 00107SC0010]"
"ONGA01","segmenti","18.2 m","291.290667900284","no","ONGA01","ONGA","IE5170","9.6 m","6004.48","","5030365.49965943","2313091.14648173","329.02","[PA524]","[]"
"ORIO01","segmenti","7.7 m","58.0323881891388","no","ORIO01","ORIO","II0405","4.4 m","395.008","II0445","5035261.42078869","2311049.53617893","51.61","[232/1, 00113, 00430, 00517, 00450]","[00113SC0001]"
"ORIO02","segmenti","5.4 m","50.250617970339","no","ORIO02","ORIO","II0445","4 m","276.549","II0475","5035228.34145585","2311012.82806954","51.32","[232/1, 00113, 00430, 00517, 00450]","[00113SC0001, 00113SC0006]"
"ORIO03","segmenti","8.8 m","111.14792391408","no","ORIO03","ORIO","II0475","6.8 m","910.587","II0480","5035205.2254173","2310933.54877953","103.93","[232/1, 00102, 00517]","[00102SC0007, 00102SC0008, 00102SC0019, 00102SC0022]"
"ORSE01","segmenti","9.5 m","128.019665562229","si","ORSE01","ORSE","II0935","4 m","1140.17","II0995","5034692.96319531","2311680.85055615","120.11","[00232]","[]"
"ORSO01","segmenti","4.5 m","117.361007817791","no","ORSO01","ORSO","II1130","3.7 m","413.839","II1235","5034438.21180518","2311148.11147212","92.13","[00320, 00108, 00232]","[00320SC0009, 00108SC0001]"
"ORTO01","segmenti","10.2 m","175.245974857302","no","ORTO01","ORTO","II0035","8 m","1800.91","II0045","5036026.79975373","2311288.81189646","177.12","[00156, 00320, 00232, 00179, II519]","[00320SC0023, 00320SC0027, 00179SC0003, 00179SC0005, 00179SC0006, 00179SC0007]"
"ORTO02","segmenti","12.8 m","156.07128094129","no","ORTO02","ORTO","II0045","9.2 m","2185.9","II0090","5035940.5245375","2311450.17816702","171.13","[00156, 00320, 00232, 00179, II519]","[00320SC0002, 00320SC0026, 00320SC0027, 00179SC0004, 00179SC0006]"
"ORTO03","segmenti","11.4 m","49.999999999894","no","ORTO03","ORTO","II0090","10.6 m","223.044","II0105","5035882.33942425","2311533.69723992","19.58","[00320, 00232, 00179, II519]","[00320SC0015, 00320SC0026, 00179SC0001]"
"PALA01","segmenti","16 m","163.571893459159","no","PALA01","PALA","II1495","10.6 m","2540.53","II1505","5033645.35263551","2310919.68644703","158.62","[232/1, 00154, 00517]","[00154SC0005, 00154SC0012]"
"PANA01","segmenti","11.7 m","145.289332907418","no","PANA01","PANA","IE0275","8.6 m","1400.42","II0345","5035500.61985042","2312083.27075029","119.72","[00157, 00232, 00180]","[00180SC0001, 00180SC0002]"
"PANA02","segmenti","5.1 m","267.140085501305","no","PANA02","PANA","II0345","3.8 m","1142.44","II0435","5035348.3460033","2312008.59998747","222.49","[00157, 00232, 00180]","[00180SC0001, 00180SC0002, 00180SC0006]"
"PANA03","segmenti","6.6 m","113.844443173959","no","PANA03","PANA","II0435","4 m","565.208","II0510","5035196.73686644","2311952.16036865","84.99","[00157, 00232, 00180]","[00180SC0003, 00180SC0006]"
"PANT01","segmenti","10.8 m","145.415575183257","no","PANT01","PANT","II0720","6.8 m","1216.21","II0820","5034889.23956105","2310731.82504852","112.08","[00328, 232/1, 00102, 00133, 00517]","[00102SC0010, 00102SC0011, 00102SC0024]"
"PARM01","segmenti","6.9 m","165.543801439461","no","PARM01","PARM","IE5215","6.1 m","1417.38","","5037461.04909277","2312591.68729566","204.36","[00230, 00232, 00433]","[]"
"PERG01","segmenti","4.5 m","291.665686851983","no","PERG01","PERG","II0320","2.8 m","1248.32","II0440","5035351.53555166","2311224.633496","279.39","[00320, 232/1, 00114, 00517]","[00320SC0010, 00114SC0001, 00114SC0002, 00114SC0005, 00114SC0007]"
"PEST01","segmenti","9.6 m","83.3344382972545","no","PEST01","PEST","II0545","7 m","763.072","II0575","5035111.78142437","2312090.45370945","79.73","[00103, 00232]","[00103SC0012, 00103SC0023, 00103SC0024, 00103SC0103, 00103SC0104]"
"PEST02","segmenti","7.5 m","135.363525153619","no","PEST02","PEST","II0545","5.6 m","900.773","II0655","5035065.02446686","2312005.88395355","120.64","[00103, 00232]","[00103SC0011, 00103SC0012, 00103SC0023, 00103SC0030, 00103SC0032, 00103SC0103, 00103SC0119]"
"PIER01","segmenti","46.6 m","176.073882087089","no","PIER01","PIER","IE0895","27.4 m","6619.19","II0990","5034706.66589037","2313428.28390536","141.92","[00413, 00232, II497, 00220]","[00413SC0004, 00413SC0005]"
"PIER02","segmenti","45.7 m","294.230531676846","no","PIER02","PIER","II0990","32.4 m","9544.91","II1175","5034554.2320042","2313376.36137603","208.62","[00385, 00400, 00411, 00413, 00232, II497, 00218, 00220]","[00413SC0004, 00413SC0005]"
"PIER03","segmenti","49.7 m","160.862690899935","no","PIER03","PIER","II1175","36.4 m","5169.23","II1255","5034404.61259865","2313410.15092059","104.13","[00384, 00413, 00410, 00232, II497, 00218, 00220]","[00413SC0005]"
"PIET01","segmenti","9.8 m","261.96862994769","no","PIET01","PIET","II0870","5.8 m","2000.5","IE1040","5034680.98527651","2312393.82325845","204.71","[00104, 00232]","[00104SC0007, 00104SC0009]"
"PIOM01","segmenti","3.9 m","122.338911671633","no","PIOM01","PIOM","II0515","2.8 m","377.98","II0620","5035092.27477265","2311950.51092325","97.17","[00103, 00232]","[00103SC0007, 00103SC0008, 00103SC0010, 00103SC0030, 00103SC0107, 00103SC0108]"
"PIOM02","segmenti","4.5 m","149.015284308608","no","PIOM02","PIOM","II0585","1.8 m","798.343","II0620","5035058.90051903","2311862.20984049","175.52","[00103, 00232]","[00103SC0006, 00103SC0029, 00103SC0030, 00103SC0107]"
"PLON01","segmenti","29.4 m","183.028573607864","no","PLON01","PLON","IE1470","17.8 m","3812.67","II1505","5033689.00017199","2311036.27554158","129.78","[00333, 232/1, 00397, 00395, 00517]","[00333SC0001, 00333SC0003]"
"PLON02","segmenti","39.1 m","190.197541805683","no","PLON02","PLON","II1505","27.4 m","5494.52","IE1540","5033553.00348561","2310975.07997505","140.69","[00333, 232/1, 00517]","[00333SC0002, 00333SC0003]"
"POLO01","segmenti","5.9 m","86.6448289074847","no","POLO01","POLO","II0505","4.4 m","505.713","II0580","5035124.96917659","2311082.7888694","86.09","[232/1, 00102, 00517]","[00102SC0002, 00102SC0004, 00102SC0006, 00102SC0007, 00102SC0021]"
"POLO02","segmenti","11.8 m","71.5872746486784","no","POLO02","POLO","II0580","9.2 m","631.905","II0635","5035067.6389848","2311070.62174029","53.67","[232/1, 00102, 00517]","[00102SC0004, 00102SC0005, 00102SC0006, 00102SC0012, 00102SC0023]"
"POLO03","segmenti","10.9 m","122.809220972908","no","POLO03","POLO","II0635","6 m","989.687","II0715","5034992.33688612","2311094.58110565","90.55","[232/1, 00102, 00394, 00517]","[00102SC0005, 00102SC0013, 00102SC0014, 00102SC0023]"
